"","case_number","cmte_id","cmte_name","report_type","report_year","fine_amount","office","state","district","cand_name","late_filed_not_filed","paid_yes_no","line_image","end_line_image","timestamp"
"2375",2504,"C00503938","FRIENDS OF TIM BURNS","YE",2011,4500,"S","PA",0,"BURNS, TIMOTHY R","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680859+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680876+0","26-AUG-18"
"2376",2505,"C00495549","JACKSON FOR VIRGINIA","YE",2011,360,"S","VA",0,"JACKSON, EARL W SR","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680878+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680898+0","26-AUG-18"
"2377",2506,"C00500835","JIM GREENFIELD FOR CONGRESS","YE",2011,0,"H","OR",1,"GREENFIELD, JIM","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682491+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682543+0","26-AUG-18"
"2378",2507,"C00468199","SCHIFF FOR SENATE","YE",2011,312,"S","CT",0,"SCHIFF, PETER DAVID","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680900+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680920+0","26-AUG-18"
"2379",2508,"C00004879","AMERICAN BUS ASSOCIATION POLITICAL ACTION COMMITTEE","M2",2012,145,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680922+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680937+0","26-AUG-18"
"2380",2509,"C00497511","BACHMANN FOR PRESIDENT","M2",2012,0,"H","MN",6,"BACHMANN, MICHELE","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681335+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681386+0","26-AUG-18"
"2381",2510,"C00347385","LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE","M2",2012,165,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680939+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680954+0","26-AUG-18"
"2382",2511,"C00503433","JOE4AMERICA","12P",2012,505,"H","OH",9,"WURZELBACHER, SAMUEL JOSEPH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680956+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092680972+0","26-AUG-18"
"2383",2512,"C00431445","OBAMA FOR AMERICA","48H",2008,191135,"P","US",0,"OBAMA, BARACK / JOSEPH R. BIDEN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681857+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681911+0","26-AUG-18"
"2384",2513,"C00230342","21ST CENTURY DEMOCRATS","Q1",2012,7875,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681388+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681412+0","26-AUG-18"
"2385",2514,"C00459412","AFGHANISTAN & IRAQ VETERANS FOR CONGRESS PAC","Q1",2012,1020,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694382+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694410+0","26-AUG-18"
"2386",2515,"C00486829","BRIAN K HILL FOR US SENATE","Q1",2012,155,"S","CT",0,"HILL, BRIAN KEITH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681016+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681037+0","26-AUG-18"
"2387",2516,"C00498899","CRAIG MILLER FOR US SENATE INC","Q1",2012,7150,"S","FL",0,"MILLER, CRAIG S","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681414+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681438+0","26-AUG-18"
"2388",2517,"C00463059","GOEHRING FOR CONGRESS","Q1",2012,0,"H","CA",11,"GOEHRING, BRAD","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681039+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681059+0","26-AUG-18"
"2389",2518,"C00426320","LIBERTARIAN PARTY OF INDIANA","Q1",2012,595,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681061+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681082+0","26-AUG-18"
"2390",2519,"C00497198","MIKE WILLIAMS FOR CONGRESS","Q1",2012,0,"H","CT",5,"WILLIAMS, MICHAEL J","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681084+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681104+0","26-AUG-18"
"2391",2520,"C00494187","MODICA FOR SENATE","Q1",2012,7150,"S","VA",0,"MODICA, JULIEN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682545+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682575+0","26-AUG-18"
"2392",2521,"C00165282","OLD NATIONAL BANK PAC","Q1",2012,1237,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681440+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681464+0","26-AUG-18"
"2393",2522,"C00497412","OUR VOICE PAC","Q1",2012,500,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681106+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681127+0","26-AUG-18"
"2394",2523,"C00368415","U.A. PLUMBERS & STEAMFITTERS LOCAL NO. 22 P.A.C., INC.","Q1",2012,400,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681129+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681150+0","26-AUG-18"
"2395",2524,"C00491506","WARD AND SMITH. P.A. POLITICAL ACTION COMMITTEE","Q1",2012,560,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681152+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681173+0","26-AUG-18"
"2396",2525,"C00505800","JILL STEIN FOR PRESIDENT","Q1C",2012,3035,"P","US",0,"STEIN, JILL","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681175+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681188+0","26-AUG-18"
"2397",2526,"C00495937","ITAMAR GELBMAN FOR CONGRESS","12P",2012,1400,"H","TX",6,"GELBMAN, ITAMAR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681536+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681580+0","26-AUG-18"
"2398",2527,"C00506311","KIM MORRELL FOR CONGRESS","12P",2012,1400,"H","TX",36,"MORRELL, KIM","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681466+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681483+0","26-AUG-18"
"2399",2528,"C00499160","WES RIDDLE FOR US CONGRESS","12P",2012,4400,"H","TX",25,"RIDDLE, WESLEY ALLEN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682010+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682054+0","26-AUG-18"
"2400",2529,"C00506139","BLUM FOR CONGRESS 2012","12P",2012,480,"H","IA",1,"BLUM, RODNEY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681190+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681204+0","26-AUG-18"
"2401",2530,"C00502146","JIM REED FOR CONGRESS","12P",2012,505,"H","CA",1,"REED, JAMES E","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681206+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681220+0","26-AUG-18"
"2402",2531,"C00321943","DEMOCRATIC PARTY OF ORANGE COUNTY FED PAC","M5",2012,200,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681222+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681237+0","26-AUG-18"
"2403",2532,"C00250407","SOUTHERN NUCLEAR OPERATING COMPANY, INC. PAC","M5",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681239+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681254+0","26-AUG-18"
"2404",2533,"C00424150","WOMEN'S CAMPAIGN FUND PAC (WCF PAC)","M5",2012,375,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681256+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681271+0","26-AUG-18"
"2405",2534,"C00499582","KAREN KWIATKOWSKI FOR CONGRESS","12P",2012,505,"H","VA",6,"KWIATKOWSKI, KAREN U","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681485+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681518+0","26-AUG-18"
"2406",2535,"C00518696","CHARLES BARRON FOR CONGRESS 2012","12P",2012,1320,"H","NY",8,"BARRON, CHARLES","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681520+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681534+0","26-AUG-18"
"2407",2536,"C00511287","WILSON 2012","12P",2012,5500,"H","NY",18,"WILSON, THOMAS","N","P","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692478+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692522+0","26-AUG-18"
"2408",2537,"C00459255","FRIENDS OF TODD YOUNG, INC.","48H",2010,8670,"H","IN",9,"YOUNG, TODD CHRISTOPHER","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681645+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681665+0","26-AUG-18"
"2409",2538,"C00506295","BICKNELL FOR CONGRESS","Q2",2012,580,"H","GA",9,"BICKNELL, HUNTER","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681667+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681693+0","26-AUG-18"
"2410",2539,"C00020453","CASS COUNTY REPUBLICAN CENTRAL COMMITTEE","Q2",2012,225,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681695+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681721+0","26-AUG-18"
"2411",2540,"C00511311","DAVE SITTON FOR CONGRESS","Q2",2012,8800,"H","AZ",8,"SITTON, DAVE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682189+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682218+0","26-AUG-18"
"2412",2541,"C00500173","MADISON PAC FOR CONSITUTIONAL LIMITED GOVERNMENT","Q2",2012,6500,"H","IN",5,"MCINTOSH, DAVID MARTIN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681723+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681749+0","26-AUG-18"
"2413",2542,"C00501072","DEAN YOUNG FOR CONGRESS COMMITTEE","Q2",2012,330,"H","AL",1,"YOUNG, LARRY DEAN JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682220+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682249+0","26-AUG-18"
"2414",2543,"C00505628","FRIENDS OF CHRIS GARNER","Q2",2012,0,"S","MD",0,"GARNER, CHRISTOPHER JOHN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682056+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682140+0","26-AUG-18"
"2415",2544,"C00495119","FRIENDS OF HEATHER MCTEER","Q2",2012,330,"H","MS",2,"MCTEER, HEATHER","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682251+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682280+0","26-AUG-18"
"2416",2545,"C00505685","GARY SMITH FOR CONGRESS","Q2",2012,990,"H","NM",1,"SMITH, GARY","N","P","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683159+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683216+0","26-AUG-18"
"2417",2546,"C00478818","JIM HORN ELECTION COMMITTEE","Q2",2012,990,"H","FL",18,"HORN, JIM","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684199+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684234+0","26-AUG-18"
"2418",2547,"C00497644","JIMMIE MOORE FOR CONGRESS","Q2",2012,250,"H","PA",1,"MOORE, JIMMIE SEE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682282+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682311+0","26-AUG-18"
"2419",2548,"C00500827","JOHN LEE FOR CONGRESS","Q2",2012,0,"H","NV",4,"LEE, JOHN JAY","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681751+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681776+0","26-AUG-18"
"2420",2549,"C00514489","KENNETH SANDERS FOR CONGRESS COMMITTEE","Q2",2012,990,"H","TX",6,"SANDERS, KENNETH","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682313+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682342+0","26-AUG-18"
"2421",2550,"C00494187","MODICA FOR SENATE","Q2",2012,8937,"S","VA",0,"MODICA, JULIEN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682577+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682612+0","26-AUG-18"
"2422",2551,"C00293100","NATL ASSN OF ALCOHOLISM/DRUG ABUSE COUNSELORS POLITICAL ACTION COMMITTEE","Q2",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681913+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681969+0","26-AUG-18"
"2423",2552,"C00413567","NATIONAL ASSOCIATION OF FARM SERVICE AGENCY COUNTY OFFICE EMPLOYEES INC PPC AKA NASCOE PAC","Q2",2012,680,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681778+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681804+0","26-AUG-18"
"2424",2553,"C00192849","PLUMBERS AND PIPEFITTERS LOCAL UNION 74","Q2",2012,250,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681806+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681832+0","26-AUG-18"
"2425",2554,"C00518027","STEVE SALAZAR FOR CONGRESS","Q2",2012,4950,"H","TX",33,"SALAZAR, STEVE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683818+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683853+0","26-AUG-18"
"2426",2555,"C00503078","STRONG UTAH PAC","Q2",2012,3850,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682614+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682648+0","26-AUG-18"
"2427",2556,"C00467761","SUE LOWDEN FOR U S SENATE","Q2",2012,0,"S","NV",0,"LOWDEN, SUE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681971+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682008+0","26-AUG-18"
"2428",2557,"C00507772","SYLVIA ROMO FOR CONGRESS","Q2",2012,2970,"H","TX",35,"ROMO, SYLVIA S","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682344+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682373+0","26-AUG-18"
"2429",2558,"C00503342","TOM ENGEL FOR CONGRESS COMMITTEE","Q2",2012,3850,"H","NY",22,"ENGEL, TOM","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682375+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682404+0","26-AUG-18"
"2430",2559,"C00466011","TRUST WOMEN PAC","Q2",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682406+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682435+0","26-AUG-18"
"2431",2560,"C00430686","WEBB FOR SENATE","Q2",2012,0,"S","VA",0,"WEBB, JAMES H JR","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681834+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092681855+0","26-AUG-18"
"2432",2561,"C00509778","WIELAND 2012","Q2",2012,0,"H","CT",0,"WIELAND, RICHARD E","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682142+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682187+0","26-AUG-18"
"2433",2562,"C00511287","WILSON 2012","Q2",2012,3300,"H","NY",18,"WILSON, THOMAS","L","P","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692357+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692392+0","26-AUG-18"
"2434",2563,"C00510081","MARIA SHEFFIELD CONGRESS","12P",2012,125,"H","GA",12,"SHEFFIELD, MARIA","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681597+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681610+0","26-AUG-18"
"2435",2564,"C00281162","BAYER U.S. LLC POLITICAL ACTION COMMITTEE","M7",2012,400,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681582+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681595+0","26-AUG-18"
"2436",2565,"C00471482","CODAY FOR US SENATE","12P",2012,262,"S","WA",0,"CODAY, ARTHUR JR MD","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681612+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681625+0","26-AUG-18"
"2437",2566,"C00515213","TIM D'ANNUNZIO FOR SENATE","48H",2012,10110,"H","NC",8,"D'ANNUNZIO, TIMOTHY BRUCE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681627+0","http://docquery.fec.gov/cgi-bin/fecimg/?_12092681643+0","26-AUG-18"
"2438",2567,"C00478818","JIM HORN ELECTION COMMITTEE","12P",2012,1400,"H","FL",18,"HORN, JIM","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684236+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684260+0","26-AUG-18"
"2439",2568,"C00504688","OTERO FOR CONGRESS","12P",2012,210,"H","FL",14,"OTERO, EVELIO","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682437+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682451+0","26-AUG-18"
"2440",2569,"C00497404","WENONA FOR ARIZONA","12P",2012,220,"H","AZ",1,"BALDENEGRO, WENONA RAE BENALLY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682453+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682469+0","26-AUG-18"
"2441",2570,"C00441451","DJOU FOR HAWAII","48H",2010,6720,"H","HI",1,"DJOU, CHARLES K","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682471+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682489+0","26-AUG-18"
"2442",2571,"C00518555","NEW DIRECTIONS FOR AMERICA","M9",2012,2150,"","",NA,"","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683855+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683877+0","26-AUG-18"
"2443",2572,"C00499491","ANDREW HUGHES FOR CONGRESS","Q3",2012,990,"H","WA",7,"HUGHES, ANDREW IFITS","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690385+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690419+0","26-AUG-18"
"2444",2573,"C00516468","BENNETT FOR SENATE COMMITTEE","Q3",2012,135,"S","ME",0,"BENNETT, RICHARD A","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682650+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682681+0","26-AUG-18"
"2445",2574,"C00519686","BRUCE PELLER FOR CONGRESS","Q3",2012,250,"H","NC",5,"PELLER, BRUCE G","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683218+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683252+0","26-AUG-18"
"2446",2575,"C00493742","BYRON GEORGIOU FOR SENATE","Q3",2012,78,"S","NV",0,"GEORGIOU, BYRON","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683254+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683288+0","26-AUG-18"
"2447",2576,"C00508705","COMMITTEE TO ELECT ERNIE BELTZ JR FOR US CONGRESS","Q3",2012,0,"H","TX",25,"BELTZ, ERNIE ALAN JR","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682683+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682713+0","26-AUG-18"
"2448",2577,"C00504266","CONNECTICUT FOR PETER LUMAJ","Q3",2012,250,"S","CT",0,"LUMAJ, PJERIN (PETER)","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683290+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683324+0","26-AUG-18"
"2449",2578,"C00506741","DAN HUGHES FOR SENATE","Q3",2012,250,"S","CA",0,"HUGHES, DANIEL J","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683461+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683495+0","26-AUG-18"
"2450",2579,"C00509471","DAN LILJENQUIST FOR US SENATE","Q3",2012,0,"S","UT",0,"LILJENQUIST, DAN","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682879+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682922+0","26-AUG-18"
"2451",2580,"C00458422","DR NOREN FOR US SENATE","Q3",2012,230,"S","NY",0,"NOREN, SCOTT ANDREW","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683326+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683360+0","26-AUG-18"
"2452",2581,"C00504845","ELECT CLARK HALL","Q3",2012,145,"H","AR",1,"HALL, CLARK MADISON","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682715+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682746+0","26-AUG-18"
"2453",2582,"C00495119","FRIENDS OF HEATHER MCTEER","Q3",2012,687,"H","MS",2,"MCTEER, HEATHER","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683926+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683960+0","26-AUG-18"
"2454",2583,"C00255471","HOOSIERS SUPPORTING BUYER FOR CONGRESS","Q3",2012,550,"H","IN",4,"BUYER, CONGRESSMAN STEVE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682748+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682779+0","26-AUG-18"
"2455",2584,"C00507004","JACKSON EATON FOR CONGRESS","Q3",2012,250,"H","PA",15,"EATON, J JACKSON","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683362+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683396+0","26-AUG-18"
"2456",2585,"C00478818","JIM HORN ELECTION COMMITTEE","Q3",2012,1237,"H","FL",18,"HORN, JIM","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684262+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684302+0","26-AUG-18"
"2457",2586,"C00507590","KATHLEEN HICKS FOR CONGRESS","Q3",2012,0,"H","TX",33,"HICKS, ERIN KATHLEEN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682781+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682811+0","26-AUG-18"
"2458",2587,"C00501965","KELDA FOR CONGRESS","Q3",2012,6050,"H","WI",2,"ROYS, KELDA HELEN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683497+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683531+0","26-AUG-18"
"2459",2588,"C00505529","LAMAR STERNAD FOR CONGRESS","Q3",2012,990,"H","FL",26,"STERNAD, JUSTIN LAMAR","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692394+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692434+0","26-AUG-18"
"2460",2589,"C00517110","LEAH FOR CONGRESS","Q3",2012,550,"H","AZ",9,"SCHANDLBAUER, LEAH CAMPOS","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683962+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683996+0","26-AUG-18"
"2461",2590,"C00503359","MARK OXNER FOR CONGRESS","Q3",2012,990,"H","FL",9,"OXNER, MARK ANTHONY","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682813+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682844+0","26-AUG-18"
"2462",2591,"C00494187","MODICA FOR SENATE","Q3",2012,10725,"S","VA",0,"MODICA, JULIEN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693522+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693562+0","26-AUG-18"
"2463",2592,"C00517102","Q. BYRUM HURST FOR CONGRESS","Q3",2012,250,"H","AR",4,"HURST, Q. BYRUM JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683398+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683432+0","26-AUG-18"
"2464",2593,"C00499046","RICH BECKER FOR CONGRESS","Q3",2012,2970,"H","NY",18,"BECKER, RICHARD H","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683533+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683567+0","26-AUG-18"
"2465",2594,"C00468652","RUDY MOISE FOR CONGRESS","Q3",2012,2970,"H","FL",24,"MOISE, RUDOLPH","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683723+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683757+0","26-AUG-18"
"2466",2595,"C00509620","SALOMON TORRES FOR CONGRESS","Q3",2012,110,"H","TX",34,"TORRES, SALOMON","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682846+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682877+0","26-AUG-18"
"2467",2596,"C00500439","STEVE HOBBS FOR CONGRESS","Q3",2012,990,"H","WA",1,"HOBBS, STEVE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694572+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694609+0","26-AUG-18"
"2468",2597,"C00518027","STEVE SALAZAR FOR CONGRESS","Q3",2012,0,"H","TX",33,"SALAZAR, STEVE","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682924+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682954+0","26-AUG-18"
"2469",2598,"C00497222","SUSAN ADAMS FOR CONGRESS","Q3",2012,250,"H","CA",2,"ADAMS, SUSAN L","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683879+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683924+0","26-AUG-18"
"2470",2599,"C00507772","SYLVIA ROMO FOR CONGRESS","Q3",2012,218,"H","TX",35,"ROMO, SYLVIA S","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683998+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684032+0","26-AUG-18"
"2471",2600,"C00494773","TERRY WHITE FOR INDIANA","Q3",2012,0,"H","IN",8,"WHITE, TERRY A","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682956+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682986+0","26-AUG-18"
"2472",2601,"C00509596","TEXANS FOR KY GRIFFIN","Q3",2012,215,"H","TX",36,"GRIFFIN, KY DOUGLAS","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092682988+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683019+0","26-AUG-18"
