"","Committee_Id","Committee_Name","Link_Image","Committee_Election_State","Committee_Election_District","Report_Type","Receipt_Date","Coverage_Start_Date","Coverage_End_Date","Quarterly_Contribution","Semi_Annual_Contribution"
"381","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13961056651+0","AZ",5,"PRE-GENERAL","20-FEB-13","01-OCT-12","17-OCT-12",0,0
"382","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13961056877+0","AZ",5,"POST-GENERAL","20-FEB-13","18-OCT-12","26-NOV-12",0,0
"383","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020112532+0","",NA,"FEBRUARY MONTHLY","20-FEB-13","01-JAN-13","31-JAN-13",459850,NA
"384","C00394866","CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_13961062862+0","LA",7,"QUARTERLY SEMI-ANNUAL (YE)","20-FEB-13","01-OCT-12","31-DEC-12",13850,66825
"385","C00475103","FITZPATRICK FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13961062801+0","PA",8,"QUARTERLY SEMI-ANNUAL (YE)","20-FEB-13","01-OCT-12","31-DEC-12",14900,45645
"386","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13961056579+0","",NA,"OCTOBER QUARTERLY","20-FEB-13","09-AUG-12","30-SEP-12",0,0
"387","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13960954605+0","AZ",5,"PRE-GENERAL","19-FEB-13","01-OCT-12","17-OCT-12",0,0
"388","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13960954611+0","AZ",5,"POST-GENERAL","19-FEB-13","18-OCT-12","26-NOV-12",0,0
"389","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020071153+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-13","27-NOV-12","31-DEC-12",0,238730
"390","C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020084708+0","MA",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-13","27-NOV-12","31-DEC-12",0,107672
"391","C00518282","ROMNEY VICTORY INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_13960681406+0","",NA,"MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-13","27-NOV-12","31-DEC-12",0,11955240.17
"392","C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020054856+0","ND",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-13","27-NOV-12","31-DEC-12",0,70617
"393","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020061704+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-13","27-NOV-12","31-DEC-12",0,73500
"394","C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_13020054764+0","OH",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-13","27-NOV-12","31-DEC-12",0,188648
"395","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_13960616096+0","CA",24,"QUARTERLY SEMI-ANNUAL (YE)","31-JAN-13","01-OCT-12","31-DEC-12",0,0
"396","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_13960582688+0","NY",5,"QUARTERLY SEMI-ANNUAL (YE)","31-JAN-13","27-NOV-12","31-DEC-12",0,0
"397","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020103619+0","SC",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-13","01-OCT-12","31-DEC-12",27300,27300
"398","C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13940099698+0","",NA,"MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-13","27-NOV-12","31-DEC-12",0,17900
"399","C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_13020081224+0","MO",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-13","01-JUL-12","31-DEC-12",0,NA
"400","C00515122","NEBRASKANS FOR KERREY","http://docquery.fec.gov/cgi-bin/fecimg/?_13020081016+0","NE",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-13","27-NOV-12","31-DEC-12",0,29551
"401","C00523423","MY CAT XAVIER FOR A BETTER TOMORROW TOMORROW","http://docquery.fec.gov/cgi-bin/fecimg/?_13031013656+0","",NA,"YEAR-END","22-JAN-13","","",0,0
"402","C00506022","CARMONA FOR ARIZONA","http://docquery.fec.gov/cgi-bin/fecimg/?_12021291892+0","AZ",0,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",20425,NA
"403","C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12021133270+0","OH",0,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",18915,NA
"404","C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021133266+0","ND",NA,"OCTOBER QUARTERLY","06-DEC-12","18-OCT-12","26-NOV-12",17902,NA
"405","C00518282","ROMNEY VICTORY INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12962994387+0","",NA,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",744488.18,0
"406","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021151193+0","",NA,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",80330,NA
"407","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12962852638+0","AZ",5,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",0,0
"408","C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12021270001+0","MA",0,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",20776,NA
"409","C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12021263389+0","",NA,"POST-GENERAL","06-DEC-12","18-OCT-12","26-NOV-12",7239,0
"410","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12940858151+0","NY",5,"POST-GENERAL","06-DEC-12","01-OCT-12","26-NOV-12",0,0
"411","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021103866+0","",NA,"POST-GENERAL","05-DEC-12","18-OCT-12","26-NOV-12",22000,0
"412","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12940765836+0","AZ",5,"PRE-GENERAL","28-NOV-12","01-OCT-12","17-OCT-12",0,0
"413","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12961247559+0","",NA,"OCTOBER QUARTERLY","06-NOV-12","09-AUG-12","30-SEP-12",0,0
"414","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12961247558+0","AZ",NA,"PRE-PRIMARY","06-NOV-12","01-JUL-12","08-AUG-12",0,0
"415","C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021073008+0","CA",NA,"OCTOBER QUARTERLY","05-NOV-12","01-JUL-12","30-SEP-12",46182,NA
"416","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12940741307+0","AZ",5,"PRE-GENERAL","26-OCT-12","01-OCT-12","17-OCT-12",0,0
"417","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021030001+0","",NA,"PRE-GENERAL","25-OCT-12","01-OCT-12","17-OCT-12",22500,0
"418","C00518282","ROMNEY VICTORY INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12940449239+0","",NA,"PRE-GENERAL","25-OCT-12","01-OCT-12","17-OCT-12",801587.08,0
"419","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021053678+0","",NA,"PRE-GENERAL","25-OCT-12","01-OCT-12","17-OCT-12",0,NA
"420","C00226522","RICHARD E NEAL FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12961011251+0","MA",1,"PRE-GENERAL","24-OCT-12","01-OCT-12","17-OCT-12",23200,0
"421","C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020983775+0","",NA,"PRE-GENERAL","22-OCT-12","01-OCT-12","17-OCT-12",16865,0
"422","C00506022","CARMONA FOR ARIZONA","http://docquery.fec.gov/cgi-bin/fecimg/?_12021070001+0","AZ",0,"PRE-GENERAL","22-OCT-12","01-OCT-12","17-OCT-12",21683,NA
"423","C00348607","IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?_12940322541+0","NY",NA,"OCTOBER MONTHLY","19-OCT-12","01-SEP-12","30-SEP-12",47500,0
"424","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020932055+0","",NA,"OCTOBER MONTHLY","19-OCT-12","01-SEP-12","30-SEP-12",0,NA
"425","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020891711+0","WI",0,"OCTOBER QUARTERLY","18-OCT-12","01-JUL-12","30-SEP-12",104212,NA
"426","C00506022","CARMONA FOR ARIZONA","http://docquery.fec.gov/cgi-bin/fecimg/?_12020891295+0","AZ",0,"PRE-PRIMARY","18-OCT-12","01-JUL-12","08-AUG-12",0,26233
"427","C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020830820+0","",NA,"OCTOBER QUARTERLY","17-OCT-12","01-JUL-12","30-SEP-12",0,NA
"428","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972670892+0","",NA,"OCTOBER QUARTERLY","15-OCT-12","09-AUG-12","30-SEP-12",37577,0
"429","C00518282","ROMNEY VICTORY INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12954417985+0","",NA,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",8999719.39,0
"430","C00475103","FITZPATRICK FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972652620+0","PA",8,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",30745,0
"431","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972650312+0","",NA,"OCTOBER QUARTERLY","15-OCT-12","09-AUG-12","30-SEP-12",0,0
"432","C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020740001+0","OH",0,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",107793,NA
"433","C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020751836+0","ND",NA,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",36702,NA
"434","C00506022","CARMONA FOR ARIZONA","http://docquery.fec.gov/cgi-bin/fecimg/?_12020870001+0","AZ",0,"OCTOBER QUARTERLY","15-OCT-12","09-AUG-12","30-SEP-12",57792,NA
"435","C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020891833+0","",NA,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",39759,0
"436","C00498089","BONGINO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020782989+0","",NA,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",127083,NA
"437","C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020780001+0","CA",NA,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",44232,NA
"438","C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020900001+0","MA",0,"OCTOBER QUARTERLY","15-OCT-12","18-AUG-12","30-SEP-12",41068,NA
"439","C00394866","CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12954401904+0","LA",7,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",52975,0
"440","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12954359306+0","NY",5,"OCTOBER QUARTERLY","15-OCT-12","01-JUL-12","30-SEP-12",0,0
"441","C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12972538122+0","",NA,"OCTOBER QUARTERLY","14-OCT-12","28-JUN-12","30-SEP-12",0,0
"442","C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12954339992+0","",NA,"OCTOBER QUARTERLY","12-OCT-12","01-JUL-12","30-SEP-12",0,0
"443","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12954315213+0","AZ",4,"PRE-PRIMARY","11-OCT-12","01-JUL-12","08-AUG-12",66310,0
"444","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020693321+0","",NA,"OCTOBER QUARTERLY","09-OCT-12","01-JUL-12","30-SEP-12",24000,0
"445","C00367284","BATTLES FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12954295609+0","",NA,"OCTOBER QUARTERLY","08-OCT-12","01-JUL-12","30-SEP-12",0,0
"446","C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12972461691+0","",NA,"OCTOBER QUARTERLY","05-OCT-12","01-JUL-12","30-SEP-12",17900,0
"447","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12953674499+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","24-SEP-12","01-JAN-12","30-JUN-12",51527,51527
"448","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12953674501+0","AZ",4,"PRE-PRIMARY","24-SEP-12","01-JUL-12","08-AUG-12",79810,0
"449","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020672234+0","",NA,"SEPTEMBER MONTHLY","20-SEP-12","01-AUG-12","31-AUG-12",0,NA
"450","C00529982","COMMITTEE TO ELECT JONATHAN FRANK BLAS DIAZ","http://docquery.fec.gov/cgi-bin/fecimg/?_12030890376+0","",NA,"PRE-GENERAL","18-SEP-12","01-AUG-12","30-NOV-12",0,0
"451","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952843245+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","24-AUG-12","01-APR-12","30-JUN-12",5909,63170
"452","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972112445+0","AZ",NA,"PRE-PRIMARY","24-AUG-12","01-JUL-12","08-AUG-12",0,0
"453","C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020641334+0","MA",0,"PRE-PRIMARY","22-AUG-12","01-JUL-12","17-AUG-12",NA,NA
"454","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020630397+0","",NA,"AUGUST MONTHLY","20-AUG-12","01-JUL-12","31-JUL-12",33600,NA
"455","C00515767","ALASKANS4DOUG","http://docquery.fec.gov/cgi-bin/fecimg/?_12952671383+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","19-AUG-12","01-APR-12","30-JUN-12",0,0
"456","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972041085+0","AZ",NA,"PRE-PRIMARY","17-AUG-12","01-JUL-12","08-AUG-12",0,0
"457","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952652613+0","AZ",4,"PRE-PRIMARY","16-AUG-12","01-JUL-12","08-AUG-12",78785,0
"458","C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12952629229+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","12-AUG-12","01-JAN-12","30-JUN-12",186240,186240
"459","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020614781+0","",NA,"JULY QUARTERLY","06-AUG-12","01-APR-12","30-JUN-12",29500,0
"460","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952612881+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","03-AUG-12","01-APR-12","30-JUN-12",5909,63170
"461","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020614150+0","WI",0,"JULY QUARTERLY","03-AUG-12","01-JAN-12","30-JUN-12",157641,157641
"462","C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020611138+0","CA",NA,"JULY QUARTERLY / SEMI-ANNUAL","27-JUL-12","19-MAY-12","30-JUN-12",31193,31193
"463","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020590006+0","",NA,"JULY MONTHLY","20-JUL-12","01-JUN-12","30-JUN-12",213463,1535918
"464","C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12971707693+0","DC",NA,"JULY MONTHLY / SEMI-ANNUAL","20-JUL-12","01-JUN-12","30-JUN-12",22500,141750
"465","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12952541648+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","20-JUL-12","01-JUN-12","30-JUN-12",0,1092396.69
"466","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12971817374+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","20-JUL-12","01-JUN-12","30-JUN-12",0,353000
"467","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020590001+0","",NA,"FEBRUARY MONTHLY","20-JUL-12","01-JAN-12","31-JAN-12",559750,NA
"468","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971673929+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","18-JUL-12","01-JAN-12","30-JUN-12",50777,50777
"469","C00516708","MAGGIE BROOKS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971668797+0","NY",25,"QUARTERLY SEMI-ANNUAL (MY)","17-JUL-12","07-JUN-12","30-JUN-12",19200,19200
"470","C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952497675+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","16-JUL-12","01-JAN-12","30-JUN-12",50777,50777
"471","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12952449989+0","NY",5,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-12","01-APR-12","30-JUN-12",0,0
"472","C00504704","CRAMER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952469651+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-12","24-MAY-12","30-JUN-12",41178,41463
"473","C00512970","JOE KENNEDY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971460293+0","MA",4,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-12","01-APR-12","30-JUN-12",20200,26000
"474","C00518282","ROMNEY VICTORY INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12971461774+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-12","01-APR-12","30-JUN-12",2162355,2162355
"475","C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12952442333+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","14-JUL-12","01-APR-12","30-JUN-12",82500,657400
"476","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520001+0","SC",NA,"JULY QUARTERLY","14-JUL-12","01-APR-12","30-JUN-12",79660,134235
"477","C00516047","ANGUS KING FOR US SENATE CAMPAIGN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020564471+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","14-JUL-12","24-MAY-12","30-JUN-12",18000,18000
"478","C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12952408395+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","13-JUL-12","01-APR-12","30-JUN-12",168400,168400
"479","C00473751","ANN MARIE BUERKLE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971424161+0","NY",24,"QUARTERLY SEMI-ANNUAL (MY)","13-JUL-12","07-JUN-12","30-JUN-12",2245,42878.45
"480","C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020554014+0","HI",0,"JULY QUARTERLY / SEMI-ANNUAL","13-JUL-12","01-APR-12","30-JUN-12",0,18084
"481","C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020441280+0","OH",0,"JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12",17666,40355
"482","C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020461813+0","NJ",0,"JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12",0,31000
"483","C00511907","INDEPENDENT PEOPLE PARTY","http://docquery.fec.gov/cgi-bin/fecimg/?_12030852084+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","13-JUL-12","15-APR-12","15-JUL-12",3576,NA
"484","C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520521+0","ND",NA,"JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12",19509,23164
"485","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520197+0","NY",0,"JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12",21000,21000
"486","C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020530001+0","MA",0,"JULY QUARTERLY","13-JUL-12","01-APR-12","30-JUN-12",76540,119939
"487","C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020510110+0","MO",0,"JULY QUARTERLY","12-JUL-12","01-APR-12","30-JUN-12",34000,84250
"488","C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020542659+0","WI",0,"JULY QUARTERLY","12-JUL-12","01-APR-12","30-JUN-12",79453,NA
"489","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020433737+0","",NA,"JULY QUARTERLY","12-JUL-12","01-APR-12","30-JUN-12",29500,0
"490","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952297102+0","CA",NA,"QUARTERLY SEMI-ANNUAL (MY)","11-JUL-12","01-APR-12","30-JUN-12",0,81952.08
"491","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952297100+0","CA",NA,"QUARTERLY SEMI-ANNUAL (MY)","11-JUL-12","01-APR-12","30-JUN-12",0,81952.08
"492","C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12952264526+0","NC",8,"PRE-RUN-OFF","05-JUL-12","19-APR-12","27-JUN-12",143146,0
"493","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020402431+0","",NA,"JUNE MONTHLY","20-JUN-12","01-MAY-12","31-MAY-12",30800,NA
"494","C00473751","ANN MARIE BUERKLE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952120823+0","NY",25,"PRE-PRIMARY","14-JUN-12","01-APR-12","06-JUN-12",36274.45,0
"495","C00504704","CRAMER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951933756+0","ND",1,"PRE-PRIMARY","31-MAY-12","01-APR-12","23-MAY-12",0,0
"496","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951888962+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","23-MAY-12","01-JUL-11","31-DEC-11",34000,34000
"497","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951888709+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","23-MAY-12","01-APR-11","30-JUN-11",25000,25000
"498","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12971245980+0","",NA,"MAY MONTHLY","20-MAY-12","01-APR-12","30-APR-12",130260,0
"499","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020370001+0","",NA,"MAY MONTHLY","18-MAY-12","01-APR-12","30-APR-12",0,NA
"500","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971212677+0","",NA,"APRIL QUARTERLY","10-MAY-12","01-JAN-12","31-MAR-12",57261,0
"501","C00495630","SALMON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12951660055+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","10-MAY-12","01-OCT-11","31-DEC-11",51663.76,54213.76
"502","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020340010+0","",NA,"APRIL MONTHLY","20-APR-12","01-MAR-12","31-MAR-12",109363,NA
"503","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951542327+0","",NA,"APRIL MONTHLY","20-APR-12","01-MAR-12","31-MAR-12",49288,0
"504","C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12951540545+0","DC",NA,"MARCH MONTHLY","20-APR-12","01-MAR-12","31-MAR-12",21500,0
